start	end	text
0	13460	На протяжении истории Великобритании династия монархов последовательно сменяли друг друга. Одной из первых таких основных можно назвать династию Тюдоров.
13460	33420	Век правления династии Тюдоров начинается с 1485 года и продолжается до 1603 года. Часто считается самым лучшим периодом английской истории, где Генрих VIII заложил основы богатого государства и могущественной монархии.
33420	49300	Его сын, простите, Генрих VII, а его сын Генрих VIII содержал великолепный двор и отделил англиканскую церковь от Рима. И, наконец, его дочь Елизавета разгромила сильнейшую по тем временам испанскую флотилию.
49300	64140	Однако есть и другая сторона медали. Генрих VIII истратил богатство, которое накопил его отец. Елизавета ослабила правительство, продавая государственные посты и должности, чтобы не просить деньги у парламента.
64560	78640	И хотя ее правительство и пыталось помочь бедным и бездомным во время, когда цены росли быстрее, чем заработки, его действия часто были беспощадны. Генрих VII сыграл гораздо более важную роль в создании нового типа монархии.
79300	95840	Он разделил взгляды растущего класса торговцев и землевладельцев и основал королевскую власть на чувстве деловой хватки, твердо веря, что войны вредят торговле и производству, а торговля и производство благоприятны для государства.
95840	104340	Во время гражданской войны торговля Англии серьезно пошатнулась, но Генриху удалось восстановить ее почти в довоенном объеме.
104500	114980	Используя в качестве пути в Европу, Нидерланды, Бельгию, он смог дисциплинировать армию, заново создать флот, умерить амбиции дворянства.
114980	122800	После смерти монарха в казне осталось 2 миллиона фунтов стерлингов или около 15 годовых доходов страны.
123300	133620	Этих денег его сыну Георгу VIII, который считался жестоким, порочным и расточительным, хватило, естественно, не на много.
133620	141640	Мечтавший стать влиятельным персоной в Европе, молодой король имел массу амбиций, которым не суждено было сбыться.
142320	149800	Генрих VIII пытался противопоставить ослабленную Англию мощным государствам Франции и Испании.
150900	152940	Разочарованию Генриха не было предела.
152940	164280	Он истратил все деньги, которые скопил его отец на создание и поддержание королевского двора и на всякие ненужные войны, которые в то время вела Британия.
164700	168900	Золото и серебро из недавно открытой Америки только добавило жара в огонь.
169600	171920	Генрих ухудшил качество серебряных монет.
172520	175460	За четверть века фунт стерлинга подешевел в семь раз.
176500	182220	Пытаясь найти новые источники дохода, Генрих VIII пошел на открытый конфликт с католической церковью.
182220	193840	Не только владевший в Англии огромным богатством, но и отнимавший лакомый кусок у государства своими поборами и церковными налогами и без того нищего населения.
194700	203860	Поводом к разрыву послужил развод Генриха VIII с его женой Катериной Арагонской за 15 лет, так и не родившей ему наследника.
203860	213680	На развод не давал согласия Папа Римский, который был подстрекаемым испанским королем Карлом V.
214120	224340	В 1531 году Генрих убедил епископов признать его самого главой английской церкви, что в 1534 году было закреплено законом.
224980	228340	Король смог развестись с Катериной и жениться на Анне Болейне.
228340	233520	Генрих VIII скончался в 1547 году, оставив троих детей.
234000	244420	Старшую Марию, дочь Катерины Арагонской, среднюю Елизавету, дочь Анны Болейн и девятилетнего Эдуарда, сына Джейн Сейму.
244720	248540	Единственная из восьми жен, которую король по-настоящему любил.
248540	253240	Эдуард VI был еще ребенком, когда вступил на трон.
253540	259560	Поэтому страна управлялась советом, все члены которого принадлежали к новой протестантской знати.
260100	265420	Большинство людей не были довольны, навязывая им переменами и были рады,
265420	270880	когда в 1553 году после смерти Эдуарда власть перешла к католичке Марии.
271500	276160	Мария не была достаточно проницательной и гибкой в своих убеждениях и политике.
276160	281680	Она не могла выйти замуж за англичанина, который неминуемо был бы ниже ее по положению.
282320	287120	А брак с иностранцем мог послужить причиной перехода Англии под контроль другой страны.
287860	293300	Однако Мария выбрала в мужья короля Испании Филиппа II католика и иностранца.
293760	298500	Причем Мария сделала необычный шаг, спросив дозволения парламента на этот брак.
299200	301800	Парламент, хоть и неохотно, брак одобрил.
301800	306260	Но признал короля Филиппа своим королем только до смерти Марии.
307100	312640	Недальновидная Мария за пятилетний срок своего царствования сожгла около 300 протестантов.
313260	318740	Недовольство народа возрастало и от неминуемого восстания Марию спасла только собственная смерть.
319260	322680	В историю эта королева вошла как Мария кровавая.
322680	328140	Елизавета стала королевой Англии в 1558 году.
328760	332500	Она пыталась решить проблемы английской реформации мирным путем.
333060	337240	Хотела объединить Англию единой верой и сделать ее преуспевающей страной.
